time,open,high,low,close
1460422800,108.05,108.201,107.89,108.165
1460426400,108.165,108.234,108.09,108.172
1460430000,108.171,108.275,108.124,108.147
1460433600,108.147,108.246,108.126,108.237
1460437200,108.237,108.361,108.208,108.328
1460440800,108.328,108.411,108.235,108.352
1460444400,108.356,108.358,108.119,108.203
1460448000,108.203,108.267,108.107,108.264
1460451600,108.262,108.359,108.197,108.32
1460455200,108.318,108.413,108.216,108.307
1460458800,108.307,108.377,108.223,108.321
1460462400,108.321,108.433,108.22,108.433
1460466000,108.434,108.64,108.317,108.566
1460469600,108.569,108.676,108.436,108.584
1460473200,108.584,108.683,108.518,108.557
1460476800,108.557,108.786,108.531,108.759
1460480400,108.759,108.778,108.618,108.639
1460484000,108.639,108.648,108.509,108.53
1460487600,108.531,108.554,108.44,108.461
1460491200,108.46,108.597,108.458,108.54
1460494800,108.538,108.618,108.519,108.618
1460498400,108.618,108.654,108.571,108.58
1460502000,108.579,108.7,108.505,108.7
1460505600,108.699,108.735,108.539,108.644
1460509200,108.643,108.827,108.6,108.818
1460512800,108.82,108.908,108.801,108.859
1460516400,108.859,108.906,108.816,108.845
1460520000,108.845,108.942,108.817,108.903
1460523600,108.905,109.001,108.844,108.855
1460527200,108.855,109.045,108.852,108.865
1460530800,108.868,108.941,108.753,108.923
1460534400,108.923,109.208,108.923,109.18
1460538000,109.181,109.298,109.167,109.182
1460541600,109.181,109.275,109.117,109.237
1460545200,109.237,109.391,109.181,109.353
1460548800,109.353,109.378,109.056,109.122
1460552400,109.122,109.174,109.022,109.107
1460556000,109.108,109.333,109.065,109.258
1460559600,109.257,109.405,109.198,109.214
1460563200,109.214,109.234,109.157,109.202
1460566800,109.203,109.322,109.138,109.271
1460570400,109.27,109.349,109.229,109.241
1460574000,109.242,109.302,109.212,109.267
1460577600,109.268,109.397,109.251,109.335
1460581200,109.335,109.353,109.265,109.274
1460584800,109.274,109.344,109.253,109.329
1460588400,109.33,109.458,109.325,109.431
1460592000,109.431,109.489,109.376,109.405
1460595600,109.404,109.545,109.391,109.417
1460599200,109.416,109.433,109.287,109.365
1460602800,109.365,109.437,109.342,109.388
1460606400,109.388,109.484,109.37,109.443
1460610000,109.442,109.474,109.353,109.423
1460613600,109.425,109.505,109.341,109.45
1460617200,109.45,109.507,109.298,109.312
1460620800,109.313,109.313,109.059,109.173
1460624400,109.173,109.252,109.073,109.192
1460628000,109.193,109.249,109.143,109.226
1460631600,109.23,109.395,109.224,109.391
1460635200,109.391,109.454,109.164,109.303
1460638800,109.304,109.314,108.906,108.992
1460642400,108.991,109.198,108.898,109.197
1460646000,109.197,109.317,109.125,109.202
1460649600,109.203,109.255,109.149,109.208
1460653200,109.207,109.226,109.12,109.132
1460656800,109.133,109.329,109.111,109.249
1460660400,109.248,109.442,109.241,109.424
1460664000,109.424,109.463,109.331,109.383
1460667600,109.374,109.446,109.352,109.408
1460671200,109.41,109.443,109.339,109.34
1460674800,109.341,109.394,109.283,109.331
1460678400,109.333,109.729,109.302,109.65
1460682000,109.65,109.692,109.572,109.633
1460685600,109.642,109.73,109.615,109.728
1460689200,109.728,109.728,109.608,109.638
1460692800,109.636,109.673,109.596,109.644
1460696400,109.644,109.665,109.548,109.598
1460700000,109.596,109.606,109.354,109.354
1460703600,109.354,109.412,109.213,109.303
1460707200,109.304,109.421,109.252,109.367
1460710800,109.368,109.37,109.099,109.132
1460714400,109.132,109.157,108.885,108.967
1460718000,108.968,108.975,108.797,108.879
1460721600,108.878,108.995,108.8,108.975
1460725200,108.975,109.047,108.859,108.955
1460728800,108.957,108.965,108.606,108.743
1460732400,108.742,108.851,108.701,108.761
1460736000,108.76,108.762,108.602,108.671
1460739600,108.67,108.722,108.614,108.678
1460743200,108.678,108.732,108.673,108.698
1460746800,108.698,108.746,108.671,108.713
1460750400,108.715,108.785,108.641,108.728
1460754000,108.728,108.728,108.728,108.728
1460757600,108.728,108.728,108.728,108.728
1460761200,108.728,108.728,108.728,108.728
1460764800,108.728,108.728,108.728,108.728
1460768400,108.728,108.728,108.728,108.728
1460772000,108.728,108.728,108.728,108.728
1460775600,108.728,108.728,108.728,108.728
1460779200,108.728,108.728,108.728,108.728
1460782800,108.728,108.728,108.728,108.728
1460786400,108.728,108.728,108.728,108.728
1460790000,108.728,108.728,108.728,108.728
1460793600,108.728,108.728,108.728,108.728
1460797200,108.728,108.728,108.728,108.728
1460800800,108.728,108.728,108.728,108.728
1460804400,108.728,108.728,108.728,108.728
1460808000,108.728,108.728,108.728,108.728
1460811600,108.728,108.728,108.728,108.728
1460815200,108.728,108.728,108.728,108.728
1460818800,108.728,108.728,108.728,108.728
1460822400,108.728,108.728,108.728,108.728
1460826000,108.728,108.728,108.728,108.728
1460829600,108.728,108.728,108.728,108.728
1460833200,108.728,108.728,108.728,108.728
1460836800,108.728,108.728,108.728,108.728
1460840400,108.728,108.728,108.728,108.728
1460844000,108.728,108.728,108.728,108.728
1460847600,108.728,108.728,108.728,108.728
1460851200,108.728,108.728,108.728,108.728
1460854800,108.728,108.728,108.728,108.728
1460858400,108.728,108.728,108.728,108.728
1460862000,108.728,108.728,108.728,108.728
1460865600,108.728,108.728,108.728,108.728
1460869200,108.728,108.728,108.728,108.728
1460872800,108.728,108.728,108.728,108.728
1460876400,108.728,108.728,108.728,108.728
1460880000,108.728,108.728,108.728,108.728
1460883600,108.728,108.728,108.728,108.728
1460887200,108.728,108.728,108.728,108.728
1460890800,108.728,108.728,108.728,108.728
1460894400,108.728,108.728,108.728,108.728
1460898000,108.728,108.728,108.728,108.728
1460901600,108.728,108.728,108.728,108.728
1460905200,108.728,108.728,108.728,108.728
1460908800,108.728,108.728,108.728,108.728
1460912400,108.728,108.728,108.728,108.728
1460916000,108.728,108.728,108.728,108.728
1460919600,108.728,108.728,108.728,108.728
1460923200,108.728,108.728,108.728,108.728
1460926800,108.158,108.293,108.127,108.169
1460930400,108.166,108.4,108.166,108.383
1460934000,108.386,108.462,107.991,108.068
1460937600,108.062,108.137,107.902,108.021
1460941200,108.02,108.196,107.946,107.957
1460944800,107.958,108.083,107.838,108.03
1460948400,108.028,108.076,107.893,108.011
1460952000,108.008,108.107,107.992,108.033
1460955600,108.034,108.047,107.889,107.977
1460959200,107.976,108.081,107.916,107.981
1460962800,107.981,108.286,107.949,108.212
1460966400,108.213,108.453,108.213,108.423
1460970000,108.422,108.503,108.342,108.375
1460973600,108.375,108.498,108.317,108.328
1460977200,108.327,108.37,108.203,108.261
1460980800,108.259,108.793,108.124,108.647
1460984400,108.647,108.866,108.517,108.811
1460988000,108.813,108.956,108.698,108.713
1460991600,108.713,108.884,108.698,108.857
1460995200,108.856,108.988,108.842,108.846
1460998800,108.847,108.89,108.766,108.855
1461002400,108.854,108.87,108.795,108.816
1461006000,108.816,108.833,108.735,108.791
1461009600,108.794,108.857,108.774,108.816
1461013200,108.816,108.866,108.745,108.845
1461016800,108.845,108.9,108.83,108.854
1461020400,108.855,109.158,108.844,109.087
1461024000,109.085,109.218,109.042,109.113
1461027600,109.113,109.189,109.005,109.043
1461031200,109.045,109.102,108.979,109.012
1461034800,109.012,109.111,109.012,109.087
1461038400,109.087,109.099,109.043,109.073
1461042000,109.071,109.119,109.011,109.024
1461045600,109.028,109.065,108.8,108.962
1461049200,108.963,109.166,108.79,109.125
1461052800,109.125,109.298,109.056,109.283
1461056400,109.283,109.443,109.242,109.366
1461060000,109.365,109.452,109.311,109.37
1461063600,109.37,109.487,109.309,109.45
1461067200,109.452,109.457,109.197,109.261
1461070800,109.26,109.316,109.088,109.123
1461074400,109.124,109.451,109.121,109.308
1461078000,109.306,109.354,109.148,109.161
1461081600,109.162,109.203,109.045,109.125
1461085200,109.126,109.145,108.997,109.068
1461088800,109.069,109.15,109.024,109.136
1461092400,109.137,109.214,109.096,109.165
1461096000,109.166,109.236,109.137,109.192
1461099600,109.191,109.319,109.172,109.263
1461103200,109.262,109.294,109.232,109.251
1461106800,109.25,109.29,109.213,109.213
1461110400,109.214,109.242,109.042,109.129
1461114000,109.129,109.146,108.94,108.979
1461117600,108.98,109.107,108.919,109.01
1461121200,109.013,109.084,108.878,108.935
1461124800,108.935,109.039,108.926,108.995
1461128400,108.995,108.995,108.856,108.929
1461132000,108.929,108.943,108.762,108.906
1461135600,108.905,108.942,108.779,108.905
1461139200,108.905,109.071,108.897,108.952
1461142800,108.953,109.182,108.92,109.164
1461146400,109.163,109.261,109.124,109.223
1461150000,109.222,109.262,109.17,109.189
1461153600,109.19,109.361,109.125,109.338
1461157200,109.338,109.395,109.253,109.284
1461160800,109.282,109.413,109.192,109.248
1461164400,109.248,109.532,109.217,109.521
